+--------------+---------------+--------------+--------------+--------------+--------------+---------------+--------------+---------------+--------------+
|    a-b-c     |     a-b-d     |    a-b-e     |    a-c-d     |    a-c-e     |    a-d-e     |     b-c-d     |    b-c-e     |     b-d-e     |    c-d-e     |
|  a3-b12-c44  |   a3-b71-d31  | a2-b100-e29  |  a3-c95-d60  |  a3-c42-e22  |  a5-d4-e54   |   b6-c34-d98  |  b6-c14-e75  |   b4-d3-e70   |  c4-d54-e61  |
|  a3-b12-c65  |   a3-b71-d60  | a2-b100-e46  |  a3-c95-d66  |  a3-c44-e13  |  a5-d4-e90   |   b6-c56-d26  |  b6-c34-e55  |   b4-d3-e74   |  c4-d54-e66  |
|  a3-b12-c78  |   a3-b71-d94  | a2-b100-e68  |  a3-c95-d94  |  a3-c44-e22  |  a5-d13-e18  |   b6-c58-d3   |  b6-c34-e73  |   b4-d27-e31  |  c4-d72-e8   |
|  a3-b12-c79  |   a4-b13-d15  | a2-b100-e96  |  a4-c8-d15   |  a3-c44-e44  |  a5-d13-e29  |   b6-c58-d41  |  b6-c56-e25  |   b4-d27-e55  |  c4-d72-e10  |
|  a3-b12-c90  |   a4-b13-d44  |  a3-b12-e13  |  a4-c8-d44   |  a3-c44-e47  |  a5-d13-e36  |   b6-c58-d59  |  b6-c56-e51  |   b4-d27-e74  |  c4-d72-e14  |
|  a3-b12-c95  |   a4-b13-d56  |  a3-b12-e22  |  a4-c8-d56   |  a3-c57-e22  |  a5-d13-e41  |   b6-c58-d68  |  b6-c56-e55  |   b4-d47-e16  |  c4-d72-e28  |
|  a3-b25-c37  |   a4-b13-d91  |  a3-b12-e44  |  a4-c8-d91   |  a3-c57-e44  |  a5-d13-e52  |   b6-c58-d89  |  b6-c56-e73  |   b4-d47-e38  |  c4-d72-e53  |
|  a3-b25-c42  |   a4-b21-d15  |  a3-b12-e47  |  a4-c20-d15  |  a3-c62-e22  |  a5-d13-e54  |   b6-c58-d98  |  b6-c56-e75  |   b4-d47-e39  |  c4-d72-e61  |
|  a3-b25-c90  |   a4-b21-d20  |  a3-b25-e3   |  a4-c20-d20  |  a3-c62-e44  |  a5-d13-e64  |   b6-c80-d26  |  b6-c58-e25  |   b4-d47-e43  |  c4-d72-e63  |
|  a3-b25-c95  |   a4-b21-d56  |  a3-b25-e22  |  a4-c20-d56  |  a3-c65-e13  |  a5-d13-e68  |   b6-c80-d41  |  b6-c58-e42  |   b4-d47-e56  |  c4-d72-e71  |
|  a3-b59-c35  |   a4-b21-d91  |  a3-b59-e13  |  a4-c20-d91  |  a3-c65-e22  |  a5-d24-e33  |   b7-c2-d45   |  b6-c58-e55  |   b4-d47-e70  |  c4-d79-e8   |
|  a3-b59-c39  |   a4-b37-d15  |  a3-b59-e22  |  a4-c24-d25  |  a3-c65-e44  |  a5-d24-e41  |   b7-c2-d48   |  b6-c80-e21  |   b5-d6-e32   |  c4-d79-e14  |
|  a3-b59-c44  |   a4-b37-d25  |  a3-b59-e44  |  a4-c46-d20  |  a3-c65-e47  |  a5-d24-e52  |   b7-c2-d73   |  b6-c80-e25  |   b5-d6-e83   |  c4-d79-e28  |
|  a3-b59-c65  |   a4-b37-d44  |  a3-b59-e47  |  a4-c46-d25  |  a3-c78-e13  |  a5-d24-e54  |   b7-c2-d86   |  b6-c80-e42  |   b5-d6-e88   |  c4-d79-e61  |
|  a3-b59-c78  |   a4-b37-d56  |  a3-b67-e3   |  a4-c46-d56  |  a3-c78-e22  |  a5-d24-e90  |   b7-c2-d97   |  b6-c80-e51  |   b5-d6-e99   |  c4-d79-e63  |
|  a3-b59-c79  |   a4-b37-d91  |  a3-b67-e22  |  a4-c46-d91  |  a3-c78-e44  |  a5-d46-e36  |   b7-c3-d73   |  b6-c80-e75  |   b5-d6-e100  |  c4-d79-e66  |
|  a3-b59-c90  |   a4-b45-d15  |  a3-b71-e22  |  a4-c54-d15  |  a3-c78-e47  |  a5-d46-e41  |   b7-c3-d84   |   b7-c2-e5   |   b5-d9-e32   |  c4-d79-e71  |
|  a3-b59-c95  |   a4-b45-d20  |  a3-b71-e47  |  a4-c54-d44  |  a3-c79-e13  |  a5-d48-e18  |   b7-c7-d73   |  b7-c2-e20   |   b5-d9-e83   |  c4-d83-e8   |
|  a3-b67-c37  |   a4-b45-d25  |  a4-b13-e7   |  a4-c54-d56  |  a3-c79-e22  |  a5-d48-e29  |   b7-c7-d75   |  b7-c2-e29   |   b5-d9-e100  |  c4-d83-e28  |
|  a3-b67-c42  |   a4-b45-d56  |  a4-b21-e7   |  a4-c54-d91  |  a3-c79-e44  |  a5-d48-e36  |   b7-c7-d84   |  b7-c2-e68   |   b5-d33-e32  |  c4-d83-e61  |
|  a3-b67-c90  |   a4-b45-d91  |  a4-b21-e62  |  a4-c85-d15  |  a3-c79-e47  |  a5-d48-e52  |   b7-c30-d45  |  b7-c2-e96   |   b5-d33-e83  |  c4-d83-e71  |
|  a3-b67-c95  |   a4-b55-d44  |  a4-b21-e89  |  a4-c85-d20  |  a3-c90-e3   |  a5-d48-e54  |   b7-c30-d48  |   b7-c3-e2   |   b5-d33-e88  |   c5-d3-e4   |
|  a3-b71-c37  |   a4-b55-d56  |  a4-b37-e7   |  a4-c85-d25  |  a3-c90-e13  |  a5-d48-e64  |   b7-c30-d73  |  b7-c3-e20   |   b5-d33-e99  |  c5-d3-e31   |
|  a3-b71-c39  |   a4-b56-d15  |  a4-b37-e17  |  a4-c85-d56  |  a3-c90-e22  |  a5-d48-e68  |   b7-c30-d75  |  b7-c3-e46   |   b5-d49-e83  |  c5-d3-e55   |
|  a3-b71-c42  |   a4-b56-d20  |  a4-b37-e62  |  a4-c85-d91  |  a3-c90-e44  |  a5-d62-e18  |   b7-c31-d45  |  b7-c3-e84   |  b5-d49-e100  |  c5-d3-e67   |
|  a3-b71-c65  |   a4-b56-d56  |  a4-b37-e89  |  a4-c92-d15  |  a3-c90-e47  |  a5-d62-e33  |   b7-c31-d48  |   b7-c7-e2   |   b5-d58-e32  |  c5-d3-e74   |
|  a3-b71-c95  |   a4-b56-d91  |  a4-b45-e7   |  a4-c92-d20  |  a3-c95-e3   |  a5-d62-e52  |   b7-c31-d73  |  b7-c7-e18   |   b5-d58-e83  |  c5-d27-e4   |
|  a4-b13-c8   |   a4-b62-d25  |  a4-b45-e62  |  a4-c92-d56  |  a3-c95-e22  |  a5-d62-e54  |   b7-c31-d75  |  b7-c7-e20   |  b5-d58-e100  |  c5-d27-e31  |
|  a4-b13-c54  |   a4-b62-d56  |  a4-b45-e89  |  a4-c92-d91  |  a3-c95-e44  |  a5-d62-e64  |   b7-c31-d84  |  b7-c7-e29   |   b5-d61-e32  |  c5-d27-e55  |
|  a4-b13-c92  |   a4-b62-d91  |  a4-b56-e7   |  a5-c9-d13   |  a3-c95-e47  |  a5-d62-e90  |   b7-c31-d86  |  b7-c7-e46   |   b5-d61-e83  |  c5-d27-e67  |
|  a4-b21-c8   |   a4-b88-d25  |  a4-b56-e62  |  a5-c9-d46   |   a4-c8-e7   |  a5-d70-e36  |   b7-c31-d97  |  b7-c7-e84   |  b5-d61-e100  |  c5-d27-e74  |
|  a4-b21-c20  |   a4-b88-d56  |  a4-b56-e89  |  a5-c9-d48   |  a4-c8-e17   |  a5-d70-e41  |   b7-c51-d45  |  b7-c30-e18  |   b5-d67-e32  |  c5-d38-e4   |
|  a4-b21-c46  |   a4-b91-d15  |  a4-b62-e7   |  a5-c9-d70   |  a4-c8-e89   |  a5-d70-e52  |   b7-c51-d73  |  b7-c30-e20  |   b5-d67-e83  |  c5-d38-e31  |
|  a4-b21-c85  |   a4-b91-d44  |  a4-b62-e17  |  a5-c28-d13  |  a4-c20-e7   |  a5-d70-e64  |   b7-c51-d84  |  b7-c30-e29  |   b5-d67-e88  |  c5-d38-e67  |
|  a4-b21-c92  |   a4-b91-d56  |  a4-b62-e62  |  a5-c28-d48  |  a4-c20-e62  |  a5-d70-e68  |   b7-c51-d86  |  b7-c30-e46  |   b5-d67-e99  |  c5-d38-e74  |
|  a4-b37-c8   |   a4-b91-d91  |  a4-b88-e17  |  a5-c28-d70  |  a4-c20-e89  |  a5-d75-e18  |   b7-c51-d97  |  b7-c30-e64  |   b6-d3-e25   |  c5-d41-e55  |
|  a4-b37-c20  |   a5-b1-d13   |  a4-b91-e7   |  a5-c28-d75  |  a4-c24-e17  |  a5-d75-e29  |   b7-c53-d45  |  b7-c30-e68  |   b6-d3-e55   |  c5-d59-e55  |
|  a4-b37-c46  |   a5-b1-d48   |  a4-b91-e89  | a5-c28-d100  |  a4-c46-e7   |  a5-d75-e33  |   b7-c53-d48  |  b7-c31-e5   |   b6-d26-e21  |  c5-d68-e31  |
|  a4-b37-c54  |   a5-b1-d62   |  a5-b1-e18   |  a5-c30-d13  |  a4-c46-e17  |  a5-d75-e52  |   b7-c53-d73  |  b7-c31-e20  |   b6-d26-e25  |  c5-d68-e55  |
|  a4-b37-c85  |   a5-b1-d75   |  a5-b1-e29   |  a5-c30-d48  |  a4-c46-e62  |  a5-d75-e54  |   b7-c53-d75  |  b7-c31-e29  |   b6-d26-e42  |  c5-d68-e74  |
|  a4-b37-c92  |   a5-b1-d100  |  a5-b1-e33   |  a5-c30-d62  |  a4-c46-e89  |  a5-d75-e64  |   b7-c53-d86  |  b7-c31-e46  |   b6-d26-e51  |  c5-d76-e4   |
|  a4-b45-c8   |   a5-b34-d13  |  a5-b1-e36   |  a5-c30-d75  |  a4-c54-e7   |  a5-d75-e68  |   b7-c59-d45  |  b7-c31-e64  |   b6-d26-e75  |  c5-d76-e31  |
|  a4-b45-c20  |   a5-b34-d48  |  a5-b1-e52   | a5-c30-d100  |  a4-c54-e89  |  a5-d81-e36  |   b7-c59-d73  |  b7-c31-e68  |   b6-d41-e25  |  c5-d76-e67  |
|  a4-b45-c46  |   a5-b34-d62  |  a5-b1-e54   |  a5-c53-d13  |  a4-c85-e7   |  a5-d81-e41  |   b7-c59-d84  |  b7-c31-e96  |   b6-d41-e42  |  c5-d76-e74  |
|  a4-b45-c54  |   a5-b34-d75  |  a5-b1-e64   |  a5-c53-d48  |  a4-c85-e62  |  a5-d81-e52  |   b7-c59-d86  |  b7-c51-e5   |   b6-d41-e51  |  c5-d89-e31  |
|  a4-b45-c85  |  a5-b34-d100  |  a5-b1-e68   |  a5-c53-d75  |  a4-c85-e89  |  a5-d81-e90  |   b7-c59-d97  |  b7-c51-e6   |   b6-d41-e55  |  c5-d89-e55  |
|  a4-b45-c92  |   a5-b48-d4   |  a5-b34-e18  | a5-c53-d100  |  a4-c92-e7   | a5-d100-e18  |   b7-c88-d45  |  b7-c51-e20  |   b6-d41-e75  |  c5-d89-e67  |
|  a4-b55-c8   |   a5-b48-d13  |  a5-b34-e29  |  a5-c61-d4   |  a4-c92-e62  | a5-d100-e29  |   b7-c88-d48  |  b7-c51-e96  |   b6-d59-e25  |  c5-d89-e74  |
|  a4-b55-c54  |   a5-b48-d24  |  a5-b34-e33  |  a5-c61-d13  |  a4-c92-e89  | a5-d100-e33  |   b7-c88-d73  |  b7-c53-e18  |   b6-d59-e42  |  c5-d98-e31  |
|  a4-b56-c20  |   a5-b48-d46  |  a5-b34-e52  |  a5-c61-d24  |  a5-c9-e36   | a5-d100-e36  |   b7-c88-d75  |  b7-c53-e20  |   b6-d59-e55  |  c5-d98-e55  |
|  a4-b56-c46  |   a5-b48-d70  |  a5-b34-e54  |  a5-c61-d46  |  a5-c9-e64   | a5-d100-e41  |   b7-c88-d84  |  b7-c53-e29  |   b6-d68-e25  |  c5-d98-e67  |
|  a4-b56-c85  |   a5-b48-d81  |  a5-b34-e64  |  a5-c61-d70  |  a5-c9-e68   | a5-d100-e52  |   b7-c88-d86  |  b7-c53-e46  |   b6-d68-e42  |  c5-d98-e74  |
|  a4-b56-c92  |  a5-b48-d100  |  a5-b34-e68  |  a5-c61-d81  |  a5-c28-e29  | a5-d100-e54  |   b7-c88-d97  |  b7-c53-e64  |   b6-d68-e55  |  c6-d28-e8   |
|  a4-b62-c24  |   a5-b63-d62  |  a5-b48-e36  | a5-c61-d100  |  a5-c28-e36  | a5-d100-e64  |   b8-c10-d49  |  b7-c53-e68  |   b6-d89-e25  |  c6-d28-e9   |
|  a4-b62-c46  |   a5-b63-d75  |  a5-b48-e41  |  a5-c73-d4   |  a5-c28-e52  | a5-d100-e90  |   b8-c10-d69  |  b7-c53-e96  |   b6-d89-e42  |  c6-d28-e12  |
|  a4-b62-c85  |  a5-b63-d100  |  a5-b48-e52  |  a5-c73-d13  |  a5-c28-e64  |  a6-d1-e21   |   b8-c10-d93  |  b7-c59-e2   |   b6-d89-e55  |  c6-d28-e61  |
|  a4-b62-c92  |   a5-b90-d13  |  a5-b48-e64  |  a5-c73-d24  |  a5-c28-e68  |  a6-d1-e51   |   b8-c18-d8   |  b7-c59-e5   |   b6-d98-e25  |  c6-d28-e98  |
|  a4-b88-c8   |   a5-b90-d48  |  a5-b48-e90  |  a5-c73-d46  |  a5-c30-e18  |  a6-d1-e75   |   b8-c18-d9   |  b7-c59-e6   |   b6-d98-e42  |  c6-d32-e8   |
|  a4-b88-c24  |   a5-b90-d62  |  a5-b63-e18  |  a5-c73-d70  |  a5-c30-e29  |  a6-d1-e86   |   b8-c18-d57  |  b7-c59-e20  |   b6-d98-e55  |  c6-d32-e9   |
|  a4-b88-c46  |   a5-b90-d75  |  a5-b63-e29  |  a5-c73-d81  |  a5-c30-e33  |  a6-d1-e92   |   b8-c18-d61  |  b7-c59-e29  |   b7-d45-e20  |  c6-d32-e19  |
|  a4-b91-c8   |  a5-b90-d100  |  a5-b63-e33  | a5-c73-d100  |  a5-c30-e36  |  a6-d1-e94   |   b8-c27-d8   |  b7-c59-e46  |   b7-d45-e29  |  c6-d32-e61  |
|  a4-b91-c20  |  a5-b100-d13  |  a5-b63-e52  |  a5-c82-d4   |  a5-c30-e52  |  a6-d26-e21  |   b8-c27-d9   |  b7-c59-e84  |   b7-d45-e64  |  c6-d32-e66  |
|  a4-b91-c54  |  a5-b100-d48  |  a5-b63-e54  |  a5-c82-d13  |  a5-c30-e54  |  a6-d26-e25  |   b8-c27-d49  |  b7-c59-e96  |   b7-d45-e68  |  c6-d32-e98  |
|  a4-b91-c92  |  a5-b100-d70  |  a5-b63-e64  |  a5-c82-d24  |  a5-c30-e64  |  a6-d26-e42  |   b8-c27-d57  |  b7-c88-e5   |   b7-d45-e96  |  c6-d39-e8   |
|  a5-b1-c28   |  a5-b100-d75  |  a5-b90-e18  |  a5-c82-d48  |  a5-c30-e68  |  a6-d26-e51  |   b8-c27-d58  |  b7-c88-e18  |   b7-d48-e18  |  c6-d39-e9   |
|  a5-b1-c30   |  a5-b100-d100 |  a5-b90-e29  |  a5-c82-d62  |  a5-c30-e90  |  a6-d26-e75  |   b8-c27-d61  |  b7-c88-e20  |   b7-d48-e20  |  c6-d39-e19  |
|  a5-b1-c53   |   a6-b6-d26   |  a5-b90-e33  |  a5-c82-d75  |  a5-c53-e18  |  a6-d26-e86  |   b8-c63-d49  |  b7-c88-e29  |   b7-d48-e29  |  c6-d39-e57  |
|  a5-b1-c82   |   a6-b6-d41   |  a5-b90-e52  | a5-c82-d100  |  a5-c53-e29  |  a6-d26-e92  |   b8-c63-d69  |  b7-c88-e46  |   b7-d48-e46  |  c6-d39-e61  |
|  a5-b34-c28  |   a6-b6-d59   |  a5-b90-e54  |  a5-c84-d4   |  a5-c53-e52  |  a6-d26-e94  |   b8-c69-d8   |  b7-c88-e64  |   b7-d48-e64  |  c6-d39-e66  |
|  a5-b34-c30  |   a6-b6-d68   |  a5-b90-e64  |  a5-c84-d24  |  a5-c53-e64  |  a6-d41-e25  |   b8-c69-d9   |  b7-c88-e68  |   b7-d48-e68  |  c6-d39-e91  |
|  a5-b34-c53  |   a6-b16-d26  |  a5-b90-e68  |  a5-c84-d46  |  a5-c53-e68  |  a6-d41-e42  |   b8-c69-d49  |  b7-c88-e96  |   b7-d48-e96  |  c6-d39-e98  |
|  a5-b34-c82  |   a6-b16-d41  | a5-b100-e18  |  a5-c84-d81  |  a5-c61-e36  |  a6-d41-e51  |   b8-c69-d57  |  b8-c10-e24  |   b7-d73-e2   |  c6-d42-e8   |
|  a5-b48-c9   |   a6-b16-d59  | a5-b100-e29  | a5-c84-d100  |  a5-c61-e41  |  a6-d41-e75  |   b8-c69-d58  |  b8-c10-e45  |   b7-d73-e5   |  c6-d42-e9   |
|  a5-b48-c28  |   a6-b16-d68  | a5-b100-e52  |  a5-c86-d13  |  a5-c61-e52  |  a6-d41-e92  |   b8-c69-d61  |  b8-c18-e9   |   b7-d73-e6   |  c6-d42-e19  |
|  a5-b48-c61  |   a6-b23-d1   | a5-b100-e64  |  a5-c86-d46  |  a5-c61-e54  |  a6-d55-e21  |   b8-c74-d8   |  b8-c18-e12  |   b7-d73-e18  |  c6-d42-e57  |
|  a5-b48-c73  |   a6-b23-d26  | a5-b100-e68  |  a5-c86-d48  |  a5-c61-e64  |  a6-d55-e86  |   b8-c74-d9   |  b8-c18-e57  |   b7-d73-e20  |  c6-d42-e61  |
|  a5-b48-c84  |   a6-b23-d41  |  a6-b6-e21   |  a5-c86-d70  |  a5-c61-e90  |  a6-d55-e92  |   b8-c74-d49  |  b8-c18-e58  |   b7-d73-e29  |  c6-d42-e66  |
|  a5-b48-c86  |   a6-b23-d55  |  a6-b6-e25   |  a5-c86-d81  |  a5-c73-e36  |  a6-d55-e94  |   b8-c74-d57  |  b8-c18-e91  |   b7-d73-e46  |  c6-d42-e91  |
|  a5-b63-c30  |   a6-b36-d26  |  a6-b6-e42   | a5-c86-d100  |  a5-c73-e41  |  a6-d59-e25  |   b8-c74-d61  |  b8-c18-e98  |   b7-d73-e64  |  c6-d42-e98  |
|  a5-b63-c82  |   a6-b36-d41  |  a6-b6-e51   |  a6-c14-d26  |  a5-c73-e52  |  a6-d59-e42  |   b8-c74-d69  | b8-c18-e100  |   b7-d73-e68  |  c6-d54-e8   |
|  a5-b90-c28  |   a6-b36-d59  |  a6-b6-e75   |  a6-c14-d41  |  a5-c73-e54  |  a6-d59-e92  |   b8-c74-d93  |  b8-c27-e24  |   b7-d73-e84  |  c6-d54-e9   |
|  a5-b90-c30  |   a6-b36-d68  |  a6-b16-e21  |  a6-c14-d59  |  a5-c73-e64  |  a6-d68-e25  |   b8-c76-d9   |  b8-c27-e45  |   b7-d73-e96  |  c6-d54-e12  |
|  a5-b90-c53  |   a6-b75-d1   |  a6-b16-e25  |  a6-c14-d68  |  a5-c73-e90  |  a6-d68-e42  |   b8-c76-d49  |  b8-c27-e57  |   b7-d75-e18  |  c6-d54-e19  |
|  a5-b90-c82  |   a6-b75-d26  |  a6-b16-e42  |  a6-c29-d1   |  a5-c82-e18  |   a7-d3-e4   |   b8-c76-d69  |  b8-c27-e58  |   b7-d75-e20  |  c6-d54-e57  |
|  a5-b100-c9  |   a6-b75-d41  |  a6-b16-e51  |  a6-c29-d26  |  a5-c82-e29  |  a7-d3-e31   |   b8-c76-d93  |  b8-c27-e91  |   b7-d75-e29  |  c6-d54-e61  |
| a5-b100-c28  |   a6-b78-d41  |  a6-b16-e75  |  a6-c29-d55  |  a5-c82-e33  |  a7-d3-e55   |   b8-c89-d49  |  b8-c27-e98  |   b7-d75-e46  |  c6-d54-e66  |
| a5-b100-c30  |   a6-b78-d59  |  a6-b16-e86  |  a6-c32-d1   |  a5-c82-e52  |  a7-d3-e67   |   b8-c89-d69  | b8-c27-e100  |   b7-d75-e64  |  c6-d54-e91  |
| a5-b100-c53  |   a6-b78-d68  |  a6-b16-e92  |  a6-c32-d26  |  a5-c82-e54  |  a7-d3-e70   |   b8-c89-d93  |  b8-c63-e9   |   b7-d75-e68  |  c6-d54-e98  |
|  a6-b6-c14   |    a7-b4-d3   |  a6-b16-e94  |  a6-c32-d55  |  a5-c82-e64  |  a7-d3-e74   |   b8-c98-d9   |  b8-c63-e12  |   b7-d75-e96  |  c6-d79-e8   |
|  a6-b6-c80   |   a7-b4-d27   |  a6-b23-e21  |  a6-c50-d1   |  a5-c82-e90  |  a7-d27-e4   |   b8-c98-d49  |  b8-c63-e24  |   b7-d84-e2   |  c6-d79-e61  |
|  a6-b16-c14  |    a7-b6-d3   |  a6-b23-e25  |  a6-c50-d26  |  a5-c84-e36  |  a7-d27-e31  |   b8-c98-d69  |  b8-c63-e45  |   b7-d84-e5   |  c6-d79-e66  |
|  a6-b16-c29  |   a7-b6-d41   |  a6-b23-e42  |  a6-c50-d55  |  a5-c84-e41  |  a7-d27-e40  |   b8-c98-d93  |  b8-c63-e98  |   b7-d84-e6   |  c6-d83-e8   |
|  a6-b16-c32  |   a7-b6-d68   |  a6-b23-e51  |  a6-c72-d1   |  a5-c84-e90  |  a7-d27-e55  |   b9-c4-d72   |  b8-c69-e12  |   b7-d84-e20  |  c6-d83-e9   |
|  a6-b16-c50  |   a7-b6-d89   |  a6-b23-e75  |  a6-c72-d26  |  a5-c86-e36  |  a7-d27-e67  |   b9-c15-d72  |  b8-c69-e57  |   b7-d84-e46  |  c6-d83-e12  |
|  a6-b16-c72  |   a7-b6-d98   |  a6-b23-e86  |  a6-c72-d41  |  a5-c86-e41  |  a7-d27-e74  |   b9-c33-d72  |  b8-c69-e58  |   b7-d84-e84  |  c6-d83-e61  |
|  a6-b16-c75  |   a7-b19-d3   |  a6-b23-e92  |  a6-c72-d55  |  a5-c86-e52  |  a7-d38-e4   |   b10-c22-d1  |  b8-c69-e91  |   b7-d84-e96  |  c6-d83-e98  |
|  a6-b16-c80  |   a7-b19-d27  |  a6-b23-e94  |  a6-c75-d1   |  a5-c86-e64  |  a7-d38-e31  |  b10-c22-d16  |  b8-c69-e98  |   b7-d86-e5   |  c7-d11-e18  |
|  a6-b23-c14  |   a7-b19-d38  |  a6-b36-e21  |  a6-c75-d26  |  a6-c14-e21  |  a7-d38-e40  |  b10-c22-d52  | b8-c69-e100  |   b7-d86-e6   |  c7-d11-e27  |
|  a6-b23-c29  |   a7-b19-d76  |  a6-b36-e25  |  a6-c75-d55  |  a6-c14-e25  |  a7-d38-e67  |  b10-c22-d55  |  b8-c74-e9   |   b7-d86-e20  |  c7-d11-e33  |
|  a6-b23-c32  |   a7-b19-d89  |  a6-b36-e42  |  a6-c80-d1   |  a6-c14-e42  |  a7-d38-e74  |  b10-c22-d88  |  b8-c74-e12  |   b7-d86-e29  |  c7-d11-e50  |
|  a6-b23-c50  |   a7-b44-d3   |  a6-b36-e51  |  a6-c80-d26  |  a6-c14-e51  |  a7-d41-e55  |   b10-c29-d1  |  b8-c74-e24  |   b7-d86-e68  |  c7-d11-e54  |
|  a6-b23-c72  |   a7-b44-d27  |  a6-b36-e75  |  a6-c80-d41  |  a6-c14-e75  |  a7-d68-e31  |  b10-c29-d16  |  b8-c74-e45  |   b7-d86-e96  |  c7-d11-e79  |
|  a6-b23-c75  |   a7-b44-d41  |  a6-b36-e86  |  a6-c80-d55  |  a6-c14-e86  |  a7-d68-e55  |  b10-c29-d52  |  b8-c74-e57  |   b7-d97-e5   |  c7-d11-e80  |
|  a6-b23-c80  |   a7-b44-d68  |  a6-b36-e92  |   a7-c1-d3   |  a6-c14-e92  |  a7-d68-e74  |  b10-c29-d55  |  b8-c74-e58  |   b7-d97-e6   |  c7-d11-e84  |
|  a6-b36-c14  |   a7-b44-d89  |  a6-b36-e94  |  a7-c1-d27   |  a6-c14-e94  |  a7-d76-e4   |  b10-c29-d88  |  b8-c74-e91  |   b7-d97-e20  |  c7-d30-e2   |
|  a6-b36-c29  |   a7-b44-d98  |  a6-b75-e21  |  a7-c1-d38   |  a6-c29-e21  |  a7-d76-e31  |   b10-c32-d1  |  b8-c74-e98  |   b7-d97-e96  |  c7-d30-e18  |
|  a6-b36-c32  |   a7-b50-d3   |  a6-b75-e25  |  a7-c1-d76   |  a6-c29-e25  |  a7-d76-e40  |  b10-c32-d16  | b8-c74-e100  |   b8-d8-e57   |  c7-d30-e27  |
|  a6-b36-c50  |   a7-b50-d27  |  a6-b75-e42  |  a7-c1-d89   |  a6-c29-e42  |  a7-d76-e67  |  b10-c32-d52  |  b8-c76-e9   |   b8-d8-e58   |  c7-d30-e33  |
|  a6-b36-c72  |   a7-b50-d38  |  a6-b75-e51  |   a7-c5-d3   |  a6-c29-e51  |  a7-d76-e74  |  b10-c32-d55  |  b8-c76-e12  |   b8-d8-e91   |  c7-d30-e46  |
|  a6-b36-c75  |   a7-b50-d41  |  a6-b75-e75  |  a7-c5-d27   |  a6-c29-e75  |  a7-d89-e31  |  b10-c32-d88  |  b8-c76-e24  |   b8-d8-e100  |  c7-d30-e50  |
|  a6-b36-c80  |   a7-b50-d68  |  a6-b75-e86  |  a7-c5-d38   |  a6-c29-e86  |  a7-d89-e55  |   b10-c50-d1  |  b8-c76-e45  |   b8-d9-e45   |  c7-d30-e54  |
|  a6-b75-c14  |   a7-b50-d76  |  a6-b75-e92  |  a7-c5-d41   |  a6-c29-e92  |  a7-d89-e67  |  b10-c50-d16  |  b8-c76-e58  |   b8-d9-e57   |  c7-d30-e79  |
|  a6-b75-c29  |   a7-b50-d89  |  a6-b75-e94  |  a7-c5-d68   |  a6-c29-e94  |  a7-d89-e74  |  b10-c50-d52  |  b8-c76-e91  |   b8-d9-e58   |  c7-d30-e80  |
|  a6-b75-c32  |   a7-b50-d98  |  a6-b78-e25  |  a7-c5-d76   |  a6-c32-e21  |  a7-d98-e31  |  b10-c50-d55  |  b8-c76-e98  |   b8-d9-e91   |  c7-d30-e84  |
|  a6-b75-c50  |   a7-b54-d3   |  a6-b78-e42  |  a7-c5-d89   |  a6-c32-e51  |  a7-d98-e55  |  b10-c50-d88  | b8-c76-e100  |   b8-d9-e100  |  c7-d62-e18  |
|  a6-b75-c72  |   a7-b54-d27  |  a6-b78-e51  |  a7-c5-d98   |  a6-c32-e75  |  a7-d98-e67  |   b10-c72-d1  |  b8-c89-e12  |   b8-d49-e12  |  c7-d62-e27  |
|  a6-b75-c75  |   a7-b54-d38  |  a6-b78-e92  |  a7-c11-d3   |  a6-c32-e86  |  a7-d98-e74  |  b10-c72-d16  |  b8-c89-e24  |   b8-d49-e24  |  c7-d62-e33  |
|  a6-b75-c80  |   a7-b54-d76  |  a7-b4-e31   |  a7-c11-d27  |  a6-c32-e92  |  a8-d28-e8   |  b10-c72-d55  |  b8-c89-e45  |   b8-d49-e45  |  c7-d62-e46  |
|  a6-b78-c14  |   a7-b60-d3   |  a7-b4-e55   |  a7-c11-d38  |  a6-c32-e94  |  a8-d28-e9   |  b10-c72-d88  |  b8-c98-e9   |   b8-d49-e58  |  c7-d62-e50  |
|  a7-b4-c11   |   a7-b60-d27  |  a7-b4-e70   |  a7-c11-d76  |  a6-c50-e21  |  a8-d28-e12  |   b10-c75-d1  |  b8-c98-e12  |  b8-d49-e100  |  c7-d62-e54  |
|  a7-b4-c26   |   a7-b60-d41  |  a7-b4-e74   |  a7-c21-d3   |  a6-c50-e42  |  a8-d28-e61  |  b10-c75-d16  |  b8-c98-e24  |   b8-d57-e57  |  c7-d62-e79  |
|  a7-b4-c58   |   a7-b60-d68  |  a7-b6-e55   |  a7-c21-d27  |  a6-c50-e51  |  a8-d28-e71  |  b10-c75-d52  |  b8-c98-e45  |   b8-d57-e58  |  c7-d62-e80  |
|  a7-b4-c66   |   a7-b60-d89  |  a7-b19-e4   |  a7-c21-d38  |  a6-c50-e75  |  a8-d28-e98  |  b10-c75-d55  |  b8-c98-e58  |   b8-d57-e91  |  c7-d73-e2   |
|  a7-b6-c58   |   a7-b60-d98  |  a7-b19-e31  |  a7-c21-d76  |  a6-c50-e86  |  a8-d32-e8   |  b10-c75-d88  |  b8-c98-e91  |   b8-d57-e98  |  c7-d73-e18  |
